word,ipa_toned,clean_text,category,audio_path,duration
amashanyu,amaʃáɲu,amasanyu>],abstract,amashanyu.wav,0
amashararazi,amaʃaɾaɾázi,fruit,abstract,amashararazi.wav,0
amashaza,amaʃáza,amasaza,abstract,amashaza.wav,0
amashemererwa,amaʃemeɾéɾwa,hapiness or great joy,abstract,amashemererwa.wav,0
amashereka,amaʃeɾéka,breast milk,abstract,amashereka.wav,0
amashobe,amaʃóβe,a cat's dung. I have found cat's dung in the granary,abstract,amashobe.wav,0
amashokorindo,amaʃokoɾíndo,bird's droppings,abstract,amashokorindo.wav,0
amashununu,amaʃunúnu,fresh milk,abstract,amashununu.wav,0
amashushane,amaʃuʃáne,look alikes,abstract,amashushane.wav,0
amashuuma,amaʃúːma,south,abstract,amashuuma.wav,0
amashuyo,amaʃúyo,cattle disease,abstract,amashuyo.wav,0
amasiiba,amasíːβa,(usually used in okuzagiza amasiiba)a big congregation or audience at music performance,abstract,amasiiba.wav,0
amasiko,amasíko,amasya asidi,abstract,amasiko.wav,0
amasya,amásya,burns. The child has burns on the arm,abstract,amasya.wav,0
amasyosyo,amasyósyo,hot water,abstract,amasyosyo.wav,0
amataane,amatáːne,a road junction. Let us meet at the junction,abstract,amataane.wav,0
amatanta,amatánta,pride,abstract,amatanta.wav,0
amate,amáte, milk,abstract,amate.wav,0
amatemba,amatémβa,north,abstract,amatemba.wav,0
amatembane,amatemβáne,a child or young of closely related parents,abstract,amatembane.wav,0
amatembezo,amatemβézo,or staircases,abstract,amatembezo.wav,0
amaterekyero,amateɾecéɾo,shelves. Put those books in the shelves,abstract,amaterekyero.wav,0
amatojo,amatójo,etc.. amatojo2 n. a disease of chicken,abstract,amatojo.wav,0
amatone,amatóne,dots or spots,abstract,amatone.wav,0
amatotoro,amatotóɾo,(usually of chicken) bird droppings,abstract,amatotoro.wav,0
amatsiko,amatsíko,hope,abstract,amatsiko.wav,0
amatsinde,amatsínde,clods of soil upturned by a hoe. amatu g'abakaikuru n. mushrooms,abstract,amatsinde.wav,0
amatungo,amatúŋo,livestock,abstract,amatungo.wav,0
amatunguru,amatuŋúɾu, swamp plants with red rhizomes which are used as food.  the red fruits produced by these plants,abstract,amatunguru.wav,0
amatwengye,amatwéŋye,inner feeling someone gets when he or she is delighted,abstract,amatwengye.wav,0
amawuwa,amawúwa,popcorns,abstract,amawuwa.wav,0
amayangi,amayáŋi,identical twins,abstract,amayangi.wav,0
amayasha,amayáʃa,groin,abstract,amayasha.wav,0
amayengo,amayéŋo, measured heaps of things.  waves on water bodies. 3) hair making style especially of ladies,abstract,amayengo.wav,0
amayenje,amayénje,white patches on a cow,abstract,amayenje.wav,0
amayombera,amayomβéɾa,ankle bells,abstract,amayombera.wav,0
amayonjo,amayónjo,over-arched shoulders,abstract,amayonjo.wav,0
amayonza,amayónza,wild fruits,abstract,amayonza.wav,0
amazaarwa,amazáːɾwa,birthday,abstract,amazaarwa.wav,0
amazi,amázi,faeces,abstract,amazi.wav,0
amaziga,amazíga,tears,abstract,amaziga.wav,0
amaziika,amazíːka, money donated to the bereaved family.  tribute. 3) process of burial,abstract,amaziika.wav,0
amazima,amazíma,truth,abstract,amazima.wav,0
amazina,amazína,dancing styles,abstract,amazina.wav,0
amazomba,amazómβa,ring worms,abstract,amazomba.wav,0
ameehangye,ameːháŋye, forcing oneself to do something that is too difficult for one to accomplish.  too much confidence,abstract,ameehangye.wav,0
ameinaro,ameináɾo,amiina amen,abstract,ameinaro.wav,0
amooya,amóːya,feathers,abstract,amooya.wav,0
ankole,ankóle,"Ntungamo, Ibanda, Kiruhuura and Isingiro in Uganda",abstract,ankole.wav,0
apaana,apáːna,no,abstract,apaana.wav,0
arifu,aɾífu,alphabet,abstract,arifu.wav,0
arimansi,aɾimánsi,precious stone,abstract,arimansi.wav,0
arubamu,aɾuβámu,album>].  a book for keeping photos.  a collection of songs compiled or composed by an artist,abstract,arubamu.wav,0
ashensiyo,aʃensíyo,when christians celebrate Jesus' ascent to heaven,abstract,ashensiyo.wav,0
ashwihi,aʃwíhi,awihi. ashwiriri int,abstract,ashwihi.wav,0
asidi,asídi,which can burn when exposed to the human body.acid>]. atyo bugango 12,abstract,asidi.wav,0
atyo,átyo, like that.  then. awihi int. B - b,abstract,atyo.wav,0
baaburangahi,βaːβuɾaŋáhi,a person who likes going to parties,people,baaburangahi.wav,0
baamwana,βaːmwána,parents of the bride and bridegroom,general,baamwana.wav,0
baasi,βáːsi,bus,general,baasi.wav,0
baazina,βaːzína,namesake,general,baazina.wav,0
bagyendanwa,βaɟendánwa,royal drum,general,bagyendanwa.wav,0
bahungu,βahúŋu,eyelashes,general,bahungu.wav,0
baiburi,βaiβúɾi,Bible,general,baiburi.wav,0
bakihuuta,βakihúːta,a person who does things quickly especially in talking,people,bakihuuta.wav,0
bambe,βámβe,a word used to express pitty and sympathy for someone's misfortune.bambi>],general,bambe.wav,0
banda,βánda,a group of musicians who play popular music together.band>],general,banda.wav,0
banka,βánka,bank,general,banka.wav,0
baro,βáɾo,your husband,general,baro.wav,0
bbiringanya,ββiɾiŋáɲa,egg plant,general,bbiringanya.wav,0
bigahwa,βigáhwa,empty handed,general,bigahwa.wav,0
bihogo,βihógo,a uniformly dark brown cow,animal,bihogo.wav,0
biika-oguze,βiːka-ogúze,savings and credit institution; organised groups of people that save and give credit to their members on small interest rates,people,biika-oguze.wav,0
biizi-bitootsya,βiːzi-βitóːtsya,(colloq) meat of a sheep,general,biizi-bitootsya.wav,0
binkwatiireki,βinkwatiːɾéki,doing something carelessly,general,binkwatiireki.wav,0
binzaari,βinzáːɾi,orange colour,general,binzaari.wav,0
birindi,βiɾíndi,the state of someone when he or she is drunk,general,birindi.wav,0
birundura,βiɾundúɾa,hyena,general,birundura.wav,0
biruuru,βiɾúːɾu,January,time,biruuru.wav,0
bishunga,βiʃúŋa,horns,general,bishunga.wav,0
bituri-bingi,βituɾi-βíŋi,which is used to grip and turn nuts or bolts,general,bituri-bingi.wav,0
biya,βíya,alcohol,people,biya.wav,0
bogoya,βogóya,banana fruit,people,bogoya.wav,0
bonka,βónka,only them,general,bonka.wav,0
bonshatu,βonʃátu,three of them. bontaano pron. five of them,general,bonshatu.wav,0
booda-booda,βoːda-βóːda,when bicycles were first used to transport people and goods across the Uganda-Kenya border at Maraba and Busia.] boodingi1 n..boarding>]. boodingi2 n. a secondary or primary school which often has accomodation facilities for students.boarding>],people,booda-booda.wav,0
booma,βóːma,government ground or station,general,booma.wav,0
boona,βóːna,a word used to mean 'all the people',people,boona.wav,0
boona-bashome,βoːna-βaʃóme,a government program aimed at provoding free education to all,general,boona-bashome.wav,0
boote-boote,βoːte-βóːte,senile,people,boote-boote.wav,0
bucunku,βucúnku,a type of banana with small clusters,general,bucunku.wav,0
bucura,βucúɾa,last born,general,bucura.wav,0
bucuzi,βucúzi,upside down. bucwekye1 adv. to be left with nothing,general,bucuzi.wav,0
bufunyankobe,βufuɲankóβe,African edible root tuber of sweet potato variety,general,bufunyankobe.wav,0
bufuuzi,βufúːzi,a condition of having no parents,general,bufuuzi.wav,0
bugango,βugáŋo, something of large size.  a great extent. bugiigi bwanyima,general,bugango.wav,0
bugiigi,βugíːgi,bend or deal with,general,bugiigi.wav,0
bugingo,βugíŋo,personification of life,people,bugingo.wav,0
bugondo,βugóndo,a cow with small spots,animal,bugondo.wav,0
bugubugu,βuguβúgu,behaviour,general,bugubugu.wav,0
bugufu,βugúfu,in a short manner; briefly,general,bugufu.wav,0
buguru-butakora-hansi,βuguɾu-βutakoɾa-hánsi,moving very fast; going helter-skelter. The policemen arrested the theief and whisked him off,general,buguru-butakora-hansi.wav,0
bugyendandara,βuɟendandáɾa,to walk sluggishly,general,bugyendandara.wav,0
bugyengye,βuɟéŋye,danger or panic.  the state of being at risk,general,bugyengye.wav,0
buheekwa,βuhéːkwa,vehemence,general,buheekwa.wav,0
buhooro,βuhóːɾo,serenity/peace; all right,general,buhooro.wav,0
bujenjebere,βujenjeβéɾe,something that is shaky,general,bujenjebere.wav,0
bujinja,βujínja,a sheep without ears,general,bujinja.wav,0
bujumeera,βujuméːɾa,a good singing voice,general,bujumeera.wav,0
bukabuka,βukaβúka,plant,general,bukabuka.wav,0
bukara,βukáɾa,plant,general,bukara.wav,0
bukarasa,βukaɾása,a cassava variety originally developed in Bukalasa Agricultural College,general,bukarasa.wav,0
bukiika,βukíːka,lying horizontally or diagonally,general,bukiika.wav,0
bukiizi,βukíːzi,sideways,general,bukiizi.wav,0
bukunya,βukúɲa,without clothes,general,bukunya.wav,0
bukuru,βukúɾu, length of time one has lived.  maturity,time,bukuru.wav,0
bumosho,βumóʃo,left hand side,general,bumosho.wav,0
burahanda,βuɾahánda,pan cake,general,burahanda.wav,0
burangiti,βuɾaŋíti,blanket,people,burangiti.wav,0
burengyerwa-izooba,βuɾeŋyeɾwa-izóːβa,West,general,burengyerwa-izooba.wav,0
buri,βúɾi,did you know that he was here.  each,people,buri.wav,0
buriizooba,βuɾiːzóːβa,everyday,time,buriizooba.wav,0
burikooti,βuɾikóːti,black wattle,general,burikooti.wav,0
buroro,βuɾóɾo,behaviour,general,buroro.wav,0
burugwa-izooba,βuɾugwa-izóːβa,East,general,burugwa-izooba.wav,0
burungi-bwansi,βuɾuŋi-βwánsi,a government policy that encourages voluntary unpaid communal labour. People have gone to clean up the road,people,burungi-bwansi.wav,0
bururu,βuɾúɾu,blue,place,bururu.wav,0
buryo,βúɾyo, the right hand side.  on or to the right side of something,general,buryo.wav,0
busha,βúʃa, nothing,general,busha.wav,0
bushoberwa,βuʃoβéɾwa, misery or dejection,general,bushoberwa.wav,0
buso-bwa-ntaama,βuso-βwa-ntáːma,head on collision,general,buso-bwa-ntaama.wav,0
busya,βúsya,afresh; once more,general,busya.wav,0
butaamisi,βutaːmísi,a type of cassava that is often sour,general,butaamisi.wav,0
butandu,βutándu,accident,people,butandu.wav,0
butsimba,βutsímβa,upright,general,butsimba.wav,0
butunu,βutúnu,face-to-face,general,butunu.wav,0
buzima,βuzíma,truly,general,buzima.wav,0
bwa,βwa,to speak openly. He spoke openly in the meeting,general,bwa.wav,0
bwahara,βwaháɾa,big or huge,general,bwahara.wav,0
bwakyeire-bwaizire,βwaceiɾe-βwaizíɾe,now and then. He would ask money every now and then,general,bwakyeire-bwaizire.wav,0
bwana,βwána,master,people,bwana.wav,0
bwanamukuru,βwanamukúɾu,a parish priest,general,bwanamukuru.wav,0
bwangu,βwáŋu,quickly,general,bwangu.wav,0
bwanyima,βwaɲíma,come bwara doboro 14,general,bwanyima.wav,0
bwara,βwáɾa,plant,general,bwara.wav,0
bwasheesha,βwaʃéːʃa,period of time,time,bwasheesha.wav,0
bwatu,βwátu,doing something openly. I like her because she speakes openly,general,bwatu.wav,0
bwemi,βwémi,standing upright. Stand upright,general,bwemi.wav,0
bwereere,βweɾéːɾe,a very young baby,general,bwereere.wav,0
bwesherekye,βweʃeɾéce,"printing, etc. My pen has no ink. bwino2 n. first hand information",general,bwesherekye.wav,0
bwiraninkonda,βwiɾaninkónda,wood pecker,animal,bwiraninkonda.wav,0
bwizi,βwízi,filling something to the brim,general,bwizi.wav,0
bwohe,βwóhe,temptation,general,bwohe.wav,0
byafandimu,βyafandímu,C - c,general,byafandimu.wav,0
c,c,the third letter of the Roman alphabet,general,c.wav,0
cacaca,cacáca,sound made by footsteps,general,cacaca.wav,0
cakucaku,cakucáku,a sound made when eating with an open mouth. Eating with an open mouth,general,cakucaku.wav,0
canisi,canísi,they all became silent,general,canisi.wav,0
ceeki,céːki,cheque,general,ceeki.wav,0
chapati,ʧapáti,"salt, onions and oil. capati>]. co int. used to express surprise, anger, happiness, etc. co! waaba ota shi? oh! what has happened to you?. coo int. a sound made by hunters when hunting",general,chapati.wav,0
cooka,cóːka,chalk>].  a type of soft substance used for writing or drawing on a blackboard.  a white substance used for painting walls. curi int. used to gesticulate putting one's head down or being subdued,general,cooka.wav,0
curucuru,cuɾucúɾu,cuucuucu1 adv. an expression used to describe a very bad smell. The place where they throw gabbage smells. cuucuucu2 adj. an expression used to describe a very dark. He is very dark. D - d,place,curucuru.wav,0
d,d,the forth letter of the Roman alphabet,general,d.wav,0
daa,daː,the sound made by a sheep,general,daa.wav,0
daburokara,daβuɾokáɾa,double colour.double colour >],general,daburokara.wav,0
dainingi,dainíŋi,dining room.dining>],general,dainingi.wav,0
demokurasi,demokuɾási,etc.democracy>],general,demokurasi.wav,0
dereeva,deɾéːva,driver,general,dereeva.wav,0
diguri,digúɾi,degree,people,diguri.wav,0
diisi,díːsi,District Commissioner,general,diisi.wav,0
diporoma,dipoɾóma,diploma,general,diporoma.wav,0
disiko,disíko,discotheque.disco>],general,disiko.wav,0
disiturikiti,disituɾikíti,"parishes, etc.district>]",general,disiturikiti.wav,0
doboro,doβóɾo,double,general,doboro.wav,0
doodo,dóːdo,pig weed,general,doodo.wav,0
doora,dóːɾa,dollar,general,doora.wav,0
duuka-mukono,duːka-mukóno,hawker,people,duuka-mukono.wav,0
e,e,and one of the five vowels,thing,e.wav,0
ebaafu,eβáːfu,plastic basin,thing,ebaafu.wav,0
ebaara,eβáːɾa,bar,thing,ebaara.wav,0
ebaayi,eβáːyi,baaya,thing,ebaayi.wav,0
ebahaasa,eβaháːsa,envelope,thing,ebahaasa.wav,0
ebakuri,eβakúɾi,dish or bowl,thing,ebakuri.wav,0
ebaraafu,eβaɾáːfu,freezer or cooler,thing,ebaraafu.wav,0
ebaraza,eβaɾáza,after Sunday,thing,ebaraza.wav,0
ebaruha,eβaɾúha,letter,thing,ebaruha.wav,0
ebeeseni,eβeːséni,basin,thing,ebeeseni.wav,0
ebeeyi,eβéːyi,price,thing,ebeeyi.wav,0
ebendera,eβendéɾa,ebiro ebi. These things these days,thing,ebendera.wav,0
ebibago,eβiβágo,materials (reeds and ropes) used to erect the framework of the roof and the walls,thing,ebibago.wav,0
ebibaiziro,eβiβaizíɾo,wood shavings,thing,ebibaiziro.wav,0
ebibanga,eβiβáŋa,many houses in a row with a fence below them,thing,ebibanga.wav,0
ebibembe,eβiβémβe,causing discorolation and lumps on the body,thing,ebibembe.wav,0
ebiboogi,eβiβóːgi,regurgitated milk that comes back to the mouth especislly in babies,thing,ebiboogi.wav,0
ebibuuzo,eβiβúːzo, examinations or tests. We are starting examinations on Friday.  questions,thing,ebibuuzo.wav,0
ebicaani,eβicáːni,campfire made for cows,thing,ebicaani.wav,0
ebicu,eβícu,clouds,thing,ebicu.wav,0
ebicukwe,eβicúkwe,food that has too little salt or no salt in it. This sauce is saltless,thing,ebicukwe.wav,0
ebicuncu,eβicúncu,ENTARE,thing,ebicuncu.wav,0
ebicuraguzo,eβicuɾagúzo,young shoots of plants used to wash milk pots,thing,ebicuraguzo.wav,0
ebicurwe,eβicúɾwe,rubbish,thing,ebicurwe.wav,0
ebicwanyagurika,eβicwaɲaguɾíka,broken pieces. The cup has broken into small pieces,thing,ebicwanyagurika.wav,0
ebifundikizo,eβifundikízo,bangles that people wear,thing,ebifundikizo.wav,0
ebigambira,eβigamβíɾa,a certain type of majugo made of either copper or brass,thing,ebigambira.wav,0
ebigojo,eβigójo,fat-wrinkles,thing,ebigojo.wav,0
ebigyene,eβiɟéne,something done excessively. I did not know that you love that girl that much!,thing,ebigyene.wav,0
ebihaatiro,eβihaːtíɾo,peelings,thing,ebihaatiro.wav,0
ebihaburo,eβihaβúɾo,pieces of advice,thing,ebihaburo.wav,0
ebihagi,eβihági,often transgressing the limits of what is permitted.  stubborness or intransigence. That man is stubborn; the policeman ebihande ebikoreso 16,thing,ebihagi.wav,0
ebihande,eβihánde,grain particles that are not finely ground,thing,ebihande.wav,0
ebihangirwe,eβihaŋíɾwe,creatures,thing,ebihangirwe.wav,0
ebiharagato,eβihaɾagáto,particles that are scrapped from a pot which has been used for cooking,thing,ebiharagato.wav,0
ebihembo,eβihémβo,EKICONCO,thing,ebihembo.wav,0
ebihera,eβihéɾa,odd numbers. Five is an odd number,thing,ebihera.wav,0
ebihimba,eβihímβa,beans,thing,ebihimba.wav,0
ebihinzi,eβihínzi,sticky substance produced by mucus membranes in the nose,thing,ebihinzi.wav,0
ebiho,eβího,whispers,thing,ebiho.wav,0
ebihonzi,eβihónzi,secretion from commonly the eyes seen in the morning especially when one has an eye problem,thing,ebihonzi.wav,0
